tmdbId,imdb_id,title,original_title,original_language,overview,release_date,runtime,vote_average,vote_count,popularity,backdrop_path,poster_path
755,tt0116367,from dusk till dawn,From Dusk Till Dawn,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",1996,108.0,6.56715316689557,1644.0,15.339153,/9JcMUzQy9gPqDmJJGH3AcL145mv.jpg,/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
406,tt0113247,la haine,La Haine,fr,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",1995,98.0,6.865294429661679,695.0,12.108196,/viGCwLxupyoaLsa6hrnu1gYrB0B.jpg,/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg
197,tt0112573,braveheart,Braveheart,en,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",1995,177.0,7.398429149215949,3404.0,20.755149,/8lBcqakI3F19NWkXdqE0M8W76b9.jpg,/or1gBugydmjToAEq7OZY0owwFk.jpg
103,tt0075314,taxi driver,Taxi Driver,en,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",1976,114.0,7.653985180180692,2632.0,14.092713,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,/ekstpH614fwDX8DUln1a2Opz0N8.jpg
9737,tt0112442,bad boys,Bad Boys,en,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",1995,118.0,6.279463840207047,1729.0,9.262184,/fgKEdhRw9IgI9KGjLe4w5ghIjA3.jpg,/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
568,tt0112384,apollo 13,Apollo 13,en,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",1995,140.0,6.86190302331679,1637.0,18.761467,/32zua2oKjn2EaRk7am3qK8zAlEj.jpg,/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
8068,tt0112851,desperado,Desperado,en,A gunslinger is embroiled in a war with a local drug runner.,1995,104.0,6.337874334437542,898.0,6.950458,/kjFYGZLDGWMIp3tV4nuWQ4oWDar.jpg,/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
1572,tt0112864,die hard: with a vengeance,Die Hard: With a Vengeance,en,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",1995,128.0,6.623237504319182,2094.0,15.138855,/fBvSfLetWlAMevQVHa0nBDV1Fon.jpg,/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg
76,tt0112471,before sunrise,Before Sunrise,en,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",1995,105.0,6.930799549245808,984.0,11.304979,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg
2292,tt0109445,clerks,Clerks,en,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",1994,92.0,6.636457751356215,769.0,10.513367,/2zU6nh8h9WS4aiwoaxgAEv7QPCm.jpg,/zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg
8467,tt0109686,dumb and dumber,Dumb and Dumber,en,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",1994,107.0,6.294192196570515,1894.0,9.844558,/nImPkaVZrljYxkYrKGYwSZdf2XC.jpg,/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg
522,tt0109707,ed wood,Ed Wood,en,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",1994,127.0,6.502239979381212,639.0,11.720358,/3jrwJiMCe7VZP0DNcywHYOKg0Zu.jpg,/n8SrO3WbyuY2b6KazogqbQF348C.jpg
628,tt0110148,interview with the vampire,Interview with the Vampire,en,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",1994,123.0,6.7727031295839,1558.0,11.970205,/3fChciF2G1wXHsyTfJD9y7uN6Il.jpg,/2162lAT2MP36MyJd2sttmj5du5T.jpg
11,tt0076759,star wars,Star Wars,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977,121.0,7.905415222027859,6778.0,42.149697,/4qCqAdHcNKeAHcK8tJ8wNJZa9cx.jpg,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
241,tt0110632,natural born killers,Natural Born Killers,en,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,1994,119.0,6.408437530615691,927.0,11.226856,/kn3zGuH4fhd1hG0CPFhFkWAP0tk.jpg,/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg
101,tt0110413,leon: the professional,Léon,fr,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",1994,110.0,7.894276170011535,4293.0,20.477329,/jRJrQ72VLyEnVsvwfep8Xjlvu8c.jpg,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg
680,tt0110912,pulp fiction,Pulp Fiction,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",1994,154.0,8.132757737787454,8670.0,140.950236,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg
2164,tt0111282,stargate,Stargate,en,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",1994,121.0,6.351263636237013,942.0,13.328924,/s2bqHApZlliCuwgyHod0qucrYqZ.jpg,/kLacy1TrSedHrZcsup1JNHl1upk.jpg
278,tt0111161,the shawshank redemption,The Shawshank Redemption,en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",1994,142.0,8.314009630889995,8358.0,51.645403,/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg,/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg
1587,tt0108550,what's eating gilbert grape,What's Eating Gilbert Grape,en,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",1993,118.0,6.785938122538875,943.0,10.3919,/fHuKwcrwltGlWn3510N1YO7vJ4I.jpg,/8r9yts6XHbB1xNLaPC6ExNAK1Qu.jpg
9495,tt0109506,the crow,The Crow,en,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",1994,102.0,6.6769985407897625,980.0,15.799336,/malT2STjWopccqE4xacsnSm5Ln8.jpg,/wF2Tnf0bdYrzCKVbWh0mFwPJS6k.jpg
13,tt0109830,forrest gump,Forrest Gump,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",1994,142.0,8.02934130804744,8147.0,48.307194,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg
8587,tt0110357,the lion king,The Lion King,en,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,1994,89.0,7.774722307457055,5520.0,21.605761,/wXfAvsPZqBDJ8U78F2IAzsUxtNh.jpg,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
854,tt0110475,the mask,The Mask,en,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",1994,101.0,6.418929908315308,2550.0,14.13488,/bdhA6nWf5IIyfiGjdegYPu0iK9e.jpg,/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
1637,tt0111257,speed,Speed,en,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",1994,116.0,6.514942864059405,1814.0,10.859292,/bWjvYgY2kfhnfzvEDk96yiCz2oJ.jpg,/o1Zs7VaS9y2GYH9CLeWxaVLWd3x.jpg
36955,tt0111503,true lies,True Lies,en,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",1994,141.0,6.402558559543098,1138.0,11.396099,/jRZ3joUcg8YDCQYl4Tog5xhY6wk.jpg,/pweFTnzzTfGK68woSVkiTgjLzWm.jpg
6075,tt0106519,carlito's way,Carlito's Way,en,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC.",1993,144.0,6.831144877489777,805.0,8.698509,/tqlCsB6AFjQ9dpAOHkd3sEdFS13.jpg,/g6D7mjQtndu768cusGmoEQY9fTB.jpg
9571,tt0106677,dazed and confused,Dazed and Confused,en,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",1993,102.0,6.517793488575849,588.0,6.8652,/9Vygw4sIUyMZ3kY5mUmk1ccsDJc.jpg,/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg
5503,tt0106977,the fugitive,The Fugitive,en,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",1993,130.0,6.697905478540039,1240.0,10.08937,/hxtjTfIZdNGBLjuqPoUKDYzxg83.jpg,/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg
329,tt0107290,jurassic park,Jurassic Park,en,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",1993,127.0,7.393447433510038,4956.0,8.863776,/79bJL9ydAMYVltuNTt4VhxORqIz.jpg,/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg
788,tt0107614,mrs. doubtfire,Mrs. Doubtfire,en,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",1993,125.0,6.640213763200781,1638.0,11.16553,/xLjgy6mjefWzNzMKxfwfrKgoVTq.jpg,/shHrSmXS5140o6sQzgzXxn3KqSm.jpg
9800,tt0107818,philadelphia,Philadelphia,en,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,1993,125.0,6.883810263301858,1019.0,13.373006,/tUeMIPdYo1eXJZdBhxw4118RIAm.jpg,/tFe5Yoo5zT495okA49bq1vPPkiV.jpg
424,tt0108052,schindler's list,Schindler's List,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,1993,195.0,7.991494104610541,4436.0,41.725123,/3f92DMBTFqr3wgXpfxzrb0qv8nG.jpg,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg
78,tt0083658,blade runner,Blade Runner,en,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",1982,117.0,7.601614419438997,3833.0,96.272374,/eIi3klFf7mp3oL5EEF4mLIDs26r.jpg,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg
9479,tt0107688,the nightmare before christmas,The Nightmare Before Christmas,en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",1993,76.0,7.17856463562087,2135.0,17.730913,/xWT5F1DNxciNLEMXRl49iq8zvN7.jpg,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
11969,tt0108358,tombstone,Tombstone,en,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",1993,130.0,6.549909823053165,632.0,11.338194,/vHPCpnpOVnbH1Shpq8TQKwo6zJB.jpg,/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg
319,tt0108399,true romance,True Romance,en,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",1993,120.0,6.689388490210195,762.0,17.189328,/nQYyA4wVwd6hltkkTFiK0iMH6Ft.jpg,/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
771,tt0099785,home alone,Home Alone,en,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",1990,103.0,6.821096149852782,2487.0,0.702543,/bCFhGBYSLFSVdZmBZ6sENhMmi2Z.jpg,/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg
251,tt0099653,ghost,Ghost,en,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",1990,127.0,6.522436713867196,1381.0,11.945397,/zOyXP0MS4jvU01yIxzRV394ZUJw.jpg,/w9RaPHov8oM5cnzeE27isnFMsvS.jpg
812,tt0103639,aladdin,Aladdin,en,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",1992,90.0,7.147656229071082,3495.0,16.357419,/5OeY4U2rzePxWq2rkqMajUx2gz7.jpg,/oakAd8syy7jNQ4ZoaAGCQkTqcOV.jpg
280,tt0103064,terminator 2: judgment day,Terminator 2: Judgment Day,en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",1991,137.0,7.452518226158811,4274.0,22.661695,/xKb6mtdfI5Qsggc44Hr9CCUDvaj.jpg,/5M0j0B18abtBI5gi2RhfjjurTqb.jpg
581,tt0099348,dances with wolves,Dances with Wolves,en,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",1990,181.0,6.9118430295157145,1084.0,11.654349,/ifnRFDSlMdLFs9Xjem6WewM68GD.jpg,/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg
268,tt0096895,batman,Batman,en,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",1989,126.0,6.70723644880843,2145.0,19.10673,/frDS8A5vIP927KYAxTVVKRIbqZw.jpg,/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg
274,tt0102926,the silence of the lambs,The Silence of the Lambs,en,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",1991,119.0,7.820795648647774,4549.0,4.307222,/mfwq2nMBzArzQ7Y9RKE8SKeeTkg.jpg,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
408,tt0029583,snow white and the seven dwarfs,Snow White and the Seven Dwarfs,en,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",1937,83.0,6.610102998280141,1973.0,16.263878,/wmSxNVGZOV1A51Yx6ChDXk3NVVi.jpg,/9QKUh9UuIIT2ZA9Rby9R6vtNRKa.jpg
10020,tt0101414,beauty and the beast,Beauty and the Beast,en,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1991,84.0,7.19905010165601,3029.0,23.433511,/g38W2qmTlpFog1TAnT86FOOLBFT.jpg,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg
10895,tt0032910,pinocchio,Pinocchio,en,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",1940,88.0,6.52832237535953,1412.0,14.202284,/iFPpb2KIWKwBfyqSJivE4JegFPP.jpg,/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg
114,tt0100405,pretty woman,Pretty Woman,en,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",1990,119.0,6.665722595918417,1807.0,13.348451,/sGEqHTylawwS6hwKultk1mKUjdB.jpg,/hVHUfT801LQATGd26VPzhorIYza.jpg
275,tt0116282,fargo,Fargo,en,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",1996,98.0,7.248134112463479,2080.0,12.61469,/747dgDfL5d8esobk7h4odaOFhUq.jpg,/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
10112,tt0065421,the aristocats,The Aristocats,en,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",1970,78.0,6.641509630902415,1287.0,9.834047,/dH0bFzcpDcmCeGvSOGerolxHIkF.jpg,/aOWs5XMJEABN6SKCTJBCoeD1kCA.jpg
1592,tt0117381,primal fear,Primal Fear,en,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",1996,129.0,6.55826698169401,644.0,10.326213,/xO5RwB4o8wJrsqDrEDjDqBD4HaA.jpg,/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg
954,tt0117060,mission: impossible,Mission: Impossible,en,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996,110.0,6.508274734923033,2677.0,15.793477,/sra8XnL96OyLHENcglmZJg6HA8z.jpg,/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg
9802,tt0117500,the rock,The Rock,en,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",1996,136.0,6.539559848893505,1474.0,13.249824,/1SsHEx1sCfVZY6Nj0sMyFTlEDql.jpg,/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg
